Time,Basis %,Action,PnL,Cash Balance
2024-01-01 00:00:00.000,0.004264943735678539,Hold,0.0,1000.0
2024-01-01 08:00:00.000,0.0010241199008506777,Hold,0.0,1000.0
2024-01-01 16:00:00.000,-0.002166400116793024,Hold,0.0,1000.0
2024-01-02 00:00:00.000,0.018107783528497897,TRADE SPOT_GT_MARK,-15.65726395790786,982.8427360420922
2024-01-03 00:00:00.000,0.003161805058134788,Hold,0.0,982.8427360420922
2024-01-03 08:00:00.000,0.0031282770327434426,Hold,0.0,982.8427360420922
2024-01-03 16:00:00.000,-0.0003003556489979444,Hold,0.0,982.8427360420922
2024-01-04 00:00:00.000,0.0005600129309108721,Hold,0.0,982.8427360420922
2024-01-04 08:00:00.000,0.0014613970477245731,Hold,0.0,982.8427360420922
2024-01-04 16:00:00.000,-0.0037718447737722983,Hold,0.0,982.8427360420922
2024-01-05 00:00:00.000,0.000761862653948804,Hold,0.0,982.8427360420922
2024-01-05 08:00:00.000,0.002501398268879449,Hold,0.0,982.8427360420922
2024-01-05 16:00:00.000,-0.006633447100691105,TRADE MARK_GT_SPOT,-7.891450293813443,973.4770216442155
2024-01-06 16:00:00.000,-0.0001438637604012646,Hold,0.0,973.4770216442155
2024-01-07 00:00:00.000,0.003143989078655465,Hold,0.0,973.4770216442155
2024-01-07 08:00:00.000,-0.001692376863187057,Hold,0.0,973.4770216442155
2024-01-07 16:00:00.000,-0.0032908598342517048,Hold,0.0,973.4770216442155
2024-01-08 00:00:00.000,-0.006845892922625529,TRADE MARK_GT_SPOT,-0.7530216523666984,971.2637844593825
2024-01-09 00:00:00.000,-0.006955812952871435,TRADE MARK_GT_SPOT,-2.225240157310169,967.5816486253832
2024-01-10 00:00:00.000,-0.005930297082066203,TRADE MARK_GT_SPOT,-6.862718842541634,959.2675573099035
2024-01-11 00:00:00.000,-2.182723980553157e-05,Hold,0.0,959.2675573099035
2024-01-11 08:00:00.000,0.0034246166339650984,Hold,0.0,959.2675573099035
2024-01-11 16:00:00.000,-0.016991616484691916,TRADE MARK_GT_SPOT,-0.10923349817054057,957.7194224757682
2024-01-12 16:00:00.000,-0.018995635194846823,TRADE MARK_GT_SPOT,-13.752320016383486,942.5305233256711
2024-01-13 16:00:00.000,-0.00563666855311543,TRADE MARK_GT_SPOT,-7.41582599997233,933.7009015407103
2024-01-14 16:00:00.000,0.0010146530869473108,Hold,0.0,933.7009015407103
2024-01-15 00:00:00.000,0.014023996443451054,TRADE SPOT_GT_MARK,-11.57735074542842,920.7229994429708
2024-01-16 00:00:00.000,0.002892883004694763,Hold,0.0,920.7229994429708
2024-01-16 08:00:00.000,0.006524074539463697,TRADE SPOT_GT_MARK,-4.741669737774126,914.6002452060322
2024-01-17 08:00:00.000,0.0026553543795794477,Hold,0.0,914.6002452060322
2024-01-17 16:00:00.000,-0.0019696516257682885,Hold,0.0,914.6002452060322
2024-01-18 00:00:00.000,-0.0015822167927504122,Hold,0.0,914.6002452060322
2024-01-18 08:00:00.001,0.0,Hold,0.0,914.6002452060322
2024-01-18 16:00:00.000,-0.015187731575897312,TRADE MARK_GT_SPOT,-14.72903909706033,898.4993057411629
2024-01-19 16:00:00.002,0.0,Hold,0.0,898.4993057411629
2024-01-20 00:00:00.000,-0.003484573666256153,Hold,0.0,898.4993057411629
2024-01-20 08:00:00.000,-0.0010794932358740646,Hold,0.0,898.4993057411629
2024-01-20 16:00:00.000,0.0005309842643791811,Hold,0.0,898.4993057411629
2024-01-21 00:00:00.000,-0.00043211721539507047,Hold,0.0,898.4993057411629
2024-01-21 08:00:00.001,0.0,Hold,0.0,898.4993057411629
2024-01-21 16:00:00.000,-0.0007527546928198381,Hold,0.0,898.4993057411629
2024-01-22 00:00:00.000,0.0022740241056638205,Hold,0.0,898.4993057411629
2024-01-22 08:00:00.000,-0.0007324397568300008,Hold,0.0,898.4993057411629
2024-01-22 16:00:00.000,-0.004885396077603909,Hold,0.0,898.4993057411629
2024-01-23 00:00:00.000,0.009141753611556983,TRADE SPOT_GT_MARK,-2.2055368953964805,894.9460198871546
2024-01-24 00:00:00.000,0.00783502493011364,TRADE SPOT_GT_MARK,-8.084384242201917,885.519216615122
2024-01-25 00:00:00.001,0.0,Hold,0.0,885.519216615122
2024-01-25 08:00:00.000,-0.0005668200738867674,Hold,0.0,885.519216615122
2024-01-25 16:00:00.000,-0.002035354946019113,Hold,0.0,885.519216615122
2024-01-26 00:00:00.000,-0.0008167959635973676,Hold,0.0,885.519216615122
2024-01-26 08:00:00.000,0.0043404810907515445,Hold,0.0,885.519216615122
2024-01-26 16:00:00.000,0.013122617736315062,TRADE SPOT_GT_MARK,-12.339495770535695,871.8514420196636
2024-01-27 16:00:00.000,0.00043482233274289397,Hold,0.0,871.8514420196636
2024-01-28 00:00:00.001,0.0,Hold,0.0,871.8514420196636
2024-01-28 08:00:00.000,0.0023403057209626823,Hold,0.0,871.8514420196636
2024-01-28 16:00:00.000,0.0010597381284040664,Hold,0.0,871.8514420196636
2024-01-29 00:00:00.000,-0.0014240898277924328,Hold,0.0,871.8514420196636
2024-01-29 08:00:00.000,0.0016058195732244205,Hold,0.0,871.8514420196636
2024-01-29 16:00:00.000,0.013172805627314793,TRADE SPOT_GT_MARK,-9.965055664965227,860.5786091916689
2024-01-30 16:00:00.000,0.002934845752192644,Hold,0.0,860.5786091916689
2024-01-31 00:00:00.001,0.0,Hold,0.0,860.5786091916689
2024-01-31 08:00:00.000,-0.0012196036484704382,Hold,0.0,860.5786091916689
2024-01-31 16:00:00.000,0.003132882417657382,Hold,0.0,860.5786091916689
2024-02-01 00:00:00.000,-0.0018239957836325763,Hold,0.0,860.5786091916689
2024-02-01 08:00:00.000,0.002175450452531941,Hold,0.0,860.5786091916689
2024-02-01 16:00:00.002,0.0,Hold,0.0,860.5786091916689
2024-02-02 00:00:00.000,0.0026056097989527838,Hold,0.0,860.5786091916689
2024-02-02 08:00:00.000,-0.0011261661561202017,Hold,0.0,860.5786091916689
2024-02-02 16:00:00.000,0.0002118644554979121,Hold,0.0,860.5786091916689
2024-02-03 00:00:00.000,0.0014913575517586004,Hold,0.0,860.5786091916689
2024-02-03 08:00:00.000,-4.207659381366373e-05,Hold,0.0,860.5786091916689
2024-02-03 16:00:00.000,9.990127819814615e-05,Hold,0.0,860.5786091916689
2024-02-04 00:00:00.000,0.0004708409917655142,Hold,0.0,860.5786091916689
2024-02-04 08:00:00.000,-0.0003446644195325416,Hold,0.0,860.5786091916689
2024-02-04 16:00:00.000,7.36370847545017e-05,Hold,0.0,860.5786091916689
2024-02-05 00:00:00.000,-0.004405905112868133,Hold,0.0,860.5786091916689
2024-02-05 08:00:00.000,-0.0002456224251182673,Hold,0.0,860.5786091916689
2024-02-05 16:00:00.000,0.0033126907242087005,Hold,0.0,860.5786091916689
2024-02-06 00:00:00.000,-0.0012103189786749344,Hold,0.0,860.5786091916689
2024-02-06 08:00:00.000,0.005304233792642581,TRADE SPOT_GT_MARK,-4.022909307098763,855.2648319707827
2024-02-07 08:00:00.000,0.0018983964743357526,Hold,0.0,855.2648319707827
2024-02-07 16:00:00.000,0.004872954213749014,Hold,0.0,855.2648319707827
2024-02-08 00:00:00.000,0.007498655318592731,TRADE SPOT_GT_MARK,-7.842728698440544,846.139206024386
2024-02-09 00:00:00.000,-0.0004420499574953189,Hold,0.0,846.139206024386
2024-02-09 08:00:00.000,0.009155379904884116,TRADE SPOT_GT_MARK,-10.287140656343745,834.5828565590057
2024-02-10 08:00:00.000,-0.0017669157763068567,Hold,0.0,834.5828565590057
2024-02-10 16:00:00.000,-0.002402116402116402,Hold,0.0,834.5828565590057
2024-02-11 00:00:00.000,-0.0006404450810486645,Hold,0.0,834.5828565590057
2024-02-11 08:00:00.000,-0.0012080093610303847,Hold,0.0,834.5828565590057
2024-02-11 16:00:00.000,-0.0015705548899145492,Hold,0.0,834.5828565590057
2024-02-12 00:00:00.000,0.0056430810838614546,TRADE SPOT_GT_MARK,-3.3995127588517366,829.9314695153154
2024-02-13 00:00:00.000,0.0027248839105258773,Hold,0.0,829.9314695153154
2024-02-13 08:00:00.000,0.0015559286308028217,Hold,0.0,829.9314695153154
2024-02-13 16:00:00.000,-0.005999331230208463,TRADE MARK_GT_SPOT,-4.76513560557058,823.9214367054718
2024-02-14 16:00:00.000,-0.0012960110582603702,Hold,0.0,823.9214367054718
2024-02-15 00:00:00.000,0.008938036433032882,TRADE SPOT_GT_MARK,-9.031562213403262,813.6539923370103
2024-02-16 00:00:00.000,-0.0010832641152457576,Hold,0.0,813.6539923370103
2024-02-16 08:00:00.000,0.00018136459492992295,Hold,0.0,813.6539923370103
2024-02-16 16:00:00.000,0.0018093362169515125,Hold,0.0,813.6539923370103
2024-02-17 00:00:00.000,-0.0035478176594787303,Hold,0.0,813.6539923370103
2024-02-17 08:00:00.000,-0.0043504050347109805,Hold,0.0,813.6539923370103
2024-02-17 16:00:00.000,-0.0018502996587914683,Hold,0.0,813.6539923370103
2024-02-18 00:00:00.000,-0.0004015329852090729,Hold,0.0,813.6539923370103
2024-02-18 08:00:00.000,0.0015421318063079106,Hold,0.0,813.6539923370103
2024-02-18 16:00:00.000,0.0001630329071330069,Hold,0.0,813.6539923370103
2024-02-19 00:00:00.000,0.0001242292724627466,Hold,0.0,813.6539923370103
2024-02-19 08:00:00.000,-0.00686392122613892,TRADE MARK_GT_SPOT,-4.715633301880133,807.7178780466246
2024-02-20 08:00:00.000,-0.0018232103953893283,Hold,0.0,807.7178780466246
2024-02-20 16:00:00.000,-0.0060131899781559455,TRADE MARK_GT_SPOT,-8.440719015709169,798.0655822138455
2024-02-21 16:00:00.000,0.003396343929923787,Hold,0.0,798.0655822138455
2024-02-22 00:00:00.000,-0.007052433053503838,TRADE MARK_GT_SPOT,-8.51387240901085,788.3546114315138
2024-02-23 00:00:00.000,0.003028810135290711,Hold,0.0,788.3546114315138
2024-02-23 08:00:00.000,0.0003755994579122443,Hold,0.0,788.3546114315138
2024-02-23 16:00:00.000,0.002207018593788811,Hold,0.0,788.3546114315138
2024-02-24 00:00:00.000,0.002580115230736495,Hold,0.0,788.3546114315138
2024-02-24 08:00:00.000,-0.0019821582228190917,Hold,0.0,788.3546114315138
2024-02-24 16:00:00.001,0.0,Hold,0.0,788.3546114315138
2024-02-25 00:00:00.000,-0.0019105380120286986,Hold,0.0,788.3546114315138
2024-02-25 08:00:00.000,-0.0029771524284991115,Hold,0.0,788.3546114315138
2024-02-25 16:00:00.000,-0.0029852398003987965,Hold,0.0,788.3546114315138
2024-02-26 00:00:00.000,-0.001552041084852759,Hold,0.0,788.3546114315138
2024-02-26 08:00:00.000,-0.001177362177991181,Hold,0.0,788.3546114315138
2024-02-26 16:00:00.000,0.009343197690735166,TRADE SPOT_GT_MARK,-4.410748786370323,782.7613307279963
2024-02-27 16:00:00.000,0.003926432234321152,Hold,0.0,782.7613307279963
2024-02-28 00:00:00.000,-0.001716380188209008,Hold,0.0,782.7613307279963
2024-02-28 08:00:00.001,0.0,Hold,0.0,782.7613307279963
2024-02-28 16:00:00.000,0.022078917455791,TRADE SPOT_GT_MARK,-25.11253581385723,756.4746529180471
2024-02-29 16:00:00.000,-0.010810820374519215,TRADE MARK_GT_SPOT,-9.023504404427765,746.3164365342424
2024-03-01 16:00:00.000,0.0014523628093856243,Hold,0.0,746.3164365342424
2024-03-02 00:00:00.000,-0.002679133656361799,Hold,0.0,746.3164365342424
2024-03-02 08:00:00.000,-0.0031701831008381803,Hold,0.0,746.3164365342424
2024-03-02 16:00:00.001,0.0,Hold,0.0,746.3164365342424
2024-03-03 00:00:00.000,-0.005953378558204177,TRADE MARK_GT_SPOT,-7.64586538969896,737.551096489742
2024-03-04 00:00:00.000,0.004188511376583147,Hold,0.0,737.551096489742
2024-03-04 08:00:00.000,0.01635441963866943,TRADE SPOT_GT_MARK,-11.815723949845703,724.6290458951617
2024-03-05 08:00:00.002,0.0,Hold,0.0,724.6290458951617
2024-03-05 16:00:00.000,-0.021010755163904753,TRADE MARK_GT_SPOT,-20.86520395329656,702.6768983730223
2024-03-06 16:00:00.000,0.007680000520078641,TRADE SPOT_GT_MARK,-6.546725331596997,695.0761576938656
2024-03-07 16:00:00.000,-0.0010991914004541768,Hold,0.0,695.0761576938656
2024-03-08 00:00:00.000,0.0012338580066538843,Hold,0.0,695.0761576938656
2024-03-08 08:00:00.000,-0.002967628374663597,Hold,0.0,695.0761576938656
2024-03-08 16:00:00.001,0.0,Hold,0.0,695.0761576938656
2024-03-09 00:00:00.000,-0.0029587367167788264,Hold,0.0,695.0761576938656
2024-03-09 08:00:00.001,0.0,Hold,0.0,695.0761576938656
2024-03-09 16:00:00.000,-0.005761567692867823,TRADE MARK_GT_SPOT,-4.388992810407875,689.644550646917
2024-03-10 16:00:00.000,0.0006124469618338966,Hold,0.0,689.644550646917
2024-03-11 00:00:00.000,-0.014269709567332698,TRADE MARK_GT_SPOT,-6.984004572438721,681.6260792485078
2024-03-12 00:00:00.000,-0.002886998117887841,Hold,0.0,681.6260792485078
2024-03-12 08:00:00.001,0.0,Hold,0.0,681.6260792485078
2024-03-12 16:00:00.000,-0.018333260764087565,TRADE MARK_GT_SPOT,-15.019952572637283,665.5836875569978
2024-03-13 16:00:00.000,0.0033979983908687815,Hold,0.0,665.5836875569978
2024-03-14 00:00:00.000,-0.0037553651077517924,Hold,0.0,665.5836875569978
2024-03-14 08:00:00.000,5.741866155608395e-05,Hold,0.0,665.5836875569978
2024-03-14 16:00:00.002,0.0,Hold,0.0,665.5836875569978
2024-03-15 00:00:00.000,0.006963212724069836,TRADE SPOT_GT_MARK,-5.193212933959439,659.3920990917029
2024-03-16 00:00:00.001,0.0,Hold,0.0,659.3920990917029
2024-03-16 08:00:00.001,0.0,Hold,0.0,659.3920990917029
2024-03-16 16:00:00.000,-0.0030936959437312082,Hold,0.0,659.3920990917029
2024-03-17 00:00:00.000,-0.0013445273515785075,Hold,0.0,659.3920990917029
2024-03-17 08:00:00.000,0.013249931224829545,TRADE SPOT_GT_MARK,-10.908665141953547,647.4943458011119
2024-03-18 08:00:00.000,-0.002418444734554504,Hold,0.0,647.4943458011119
2024-03-18 16:00:00.001,0.0,Hold,0.0,647.4943458011119
2024-03-19 00:00:00.000,-0.008240647660886653,TRADE MARK_GT_SPOT,-18.130658381516454,628.3924459008938
2024-03-20 00:00:00.000,0.020334200246022373,TRADE SPOT_GT_MARK,-15.668371736835475,611.7814854952069
2024-03-21 00:00:00.000,-0.0031926214969847464,Hold,0.0,611.7814854952069
2024-03-21 08:00:00.000,0.003735682793193965,Hold,0.0,611.7814854952069
