Time,Spot Price,Perp Price,Funding Rate,Basis %,Position,Hold Period,Action,PnL,Cash Balance
2024-01-01 00:00:00,42475.23,42294.07553389,0.00037711,0.004264943735678539,Cash,0,,0.0,1000.0
2024-01-01 08:00:00,42549.99,42506.41370846,0.00020162,0.0010241199008506777,Cash,0,,0.0,1000.0
2024-01-01 16:00:00,42725.15,42817.70976995,0.0002801,-0.002166400116793024,Cash,0,,0.0,1000.0
2024-01-02 00:00:00,45056.0,44240.13570534,0.00059009,0.018107783528497897,spot_gt_mark,0,ENTER SPOT_GT_MARK,0.0,998.5
2024-01-02 08:00:00,45759.3,45545.7,0.00036388,0.004667903573699899,spot_gt_mark,1,,0.3572909397296502,998.5
2024-01-02 16:00:00,45357.84,45239.35280585,0.00033397,0.0026122759406090558,spot_gt_mark,2,,0.3279225435349875,998.5
2024-01-03 00:00:00,45135.61,44992.9,0.0001,0.003161805058134788,Cash,0,EXIT after 3 steps,-16.3424774411725,982.1575225588275
2024-01-03 08:00:00,45200.0,45058.60187812,0.00013201,0.0031282770327434426,Cash,0,,0.0,982.1575225588275
2024-01-03 16:00:00,42992.67,43005.5830913,0.0001,-0.0003003556489979444,Cash,0,,0.0,982.1575225588275
2024-01-04 00:00:00,42874.01,42850.0,0.0001,0.0005600129309108721,Cash,0,,0.0,982.1575225588275
2024-01-04 08:00:00,42849.66,42787.03963338,0.0001,0.0014613970477245731,Cash,0,,0.0,982.1575225588275
2024-01-04 16:00:00,43915.71,44081.35324125,0.0001,-0.0037718447737722983,Cash,0,,0.0,982.1575225588275
2024-01-05 00:00:00,44211.1,44177.41721402,-8.453e-05,0.000761862653948804,Cash,0,,0.0,982.1575225588275
2024-01-05 08:00:00,43911.44,43801.6,0.0001,0.002501398268879449,Cash,0,,0.0,982.1575225588275
2024-01-05 16:00:00,43225.99,43512.72731804,0.0001,-0.006633447100691105,Cash,0,,0.0,982.1575225588275
2024-01-06 00:00:00,44068.8,44162.7,-9.72e-05,-0.0021307591765601552,Cash,0,,0.0,982.1575225588275
2024-01-06 08:00:00,43692.33,43671.2,1.185e-05,0.00048360890801668523,Cash,0,,0.0,982.1575225588275
2024-01-06 16:00:00,43872.34,43878.65163981,1.285e-05,-0.0001438637604012646,Cash,0,,0.0,982.1575225588275
2024-01-07 00:00:00,44119.11,43980.4,-4.106e-05,0.003143989078655465,Cash,0,,0.0,982.1575225588275
2024-01-07 08:00:00,44017.99,44092.48502784,0.0001,-0.001692376863187057,Cash,0,,0.0,982.1575225588275
2024-01-07 16:00:00,43922.0,44066.54114564,0.0001,-0.0032908598342517048,Cash,0,,0.0,982.1575225588275
2024-01-08 00:00:00,43632.0,43930.7,2.01e-06,-0.006845892922625529,Cash,0,,0.0,982.1575225588275
2024-01-08 08:00:00,43868.53,43969.6,8.872e-05,-0.0023039294911409093,Cash,0,,0.0,982.1575225588275
2024-01-08 16:00:00,44940.3,44992.51294916,4.837e-05,-0.0011618291190757287,Cash,0,,0.0,982.1575225588275
2024-01-09 00:00:00,46668.88,46993.5,0.0001,-0.006955812952871435,Cash,0,,0.0,982.1575225588275
2024-01-09 08:00:00,46544.65,46854.79216651,0.0001,-0.006663325785240598,Cash,0,,0.0,982.1575225588275
2024-01-09 16:00:00,46902.88,46872.0,0.0001,0.0006583817454279435,Cash,0,,0.0,982.1575225588275
2024-01-10 00:00:00,45856.42,46128.36219372,0.0001,-0.005930297082066203,Cash,0,,0.0,982.1575225588275
2024-01-10 08:00:00,45329.94,45779.29359803,0.0001,-0.009912953734992817,Cash,0,,0.0,982.1575225588275
2024-01-10 16:00:00,45311.1,45560.26980578,0.0001,-0.00549908975460764,Cash,0,,0.0,982.1575225588275
2024-01-11 00:00:00,46670.01,46671.0286775,0.0001,-2.182723980553157e-05,Cash,0,,0.0,982.1575225588275
2024-01-11 08:00:00,46277.0,46118.51901603,0.0001,0.0034246166339650984,Cash,0,,0.0,982.1575225588275
2024-01-11 16:00:00,46007.29,46789.02822718,0.0001,-0.016991616484691916,mark_gt_spot,0,ENTER MARK_GT_SPOT,0.0,980.6842862749893
2024-01-12 08:00:00,45860.01,46018.6,0.0001,-0.0034581326955662787,mark_gt_spot,1,,0.09657479045439224,980.6842862749893
2024-01-12 16:00:00,43624.0,44452.66558974,0.0001,-0.018995635194846823,mark_gt_spot,2,,0.09657479045439224,980.6842862749893
2024-01-13 00:00:00,42801.76,42766.03178727,0.0001,0.0008347369998336196,Cash,0,EXIT after 3 steps,-18.41014855902605,962.2741377159632
2024-01-13 08:00:00,43170.01,43092.6,0.0001,0.0017931429712433119,Cash,0,,0.0,962.2741377159632
2024-01-13 16:00:00,42895.41,43137.19720862,0.0001,-0.00563666855311543,Cash,0,,0.0,962.2741377159632
2024-01-14 00:00:00,42687.36,42826.4,4.024e-05,-0.003257170272417898,Cash,0,,0.0,962.2741377159632
2024-01-14 08:00:00,42996.25,42991.75213478,0.0001,0.00010461063976511152,Cash,0,,0.0,962.2741377159632
2024-01-14 16:00:00,42929.95,42886.39099371,0.0001,0.0010146530869473108,Cash,0,,0.0,962.2741377159632
2024-01-15 00:00:00,42279.75,41686.81893637,8.34e-05,0.014023996443451054,spot_gt_mark,0,ENTER SPOT_GT_MARK,0.0,960.8307265093893
2024-01-15 08:00:00,42680.44,42685.44249284,2.207e-05,-0.00011720808970091157,Cash,0,EXIT after 1 steps,-15.045020700157066,945.7857058092322
2024-01-16 00:00:00,42600.0,42476.763184,0.0001,0.002892883004694763,Cash,0,,0.0,945.7857058092322
2024-01-16 08:00:00,43014.53,42733.9,0.0001,0.006524074539463697,Cash,0,,0.0,945.7857058092322
2024-01-16 16:00:00,43249.72,43221.9,0.0001,0.0006432411585554706,Cash,0,,0.0,945.7857058092322
2024-01-17 00:00:00,43092.0,43109.41894259,0.0001,-0.00040422683073416715,Cash,0,,0.0,945.7857058092322
2024-01-17 08:00:00,42728.76,42615.3,2.595e-05,0.0026553543795794477,Cash,0,,0.0,945.7857058092322
2024-01-17 16:00:00,42360.28,42443.71499437,0.0001,-0.0019696516257682885,Cash,0,,0.0,945.7857058092322
2024-01-18 00:00:00,42660.79,42728.28861833,0.0001,-0.0015822167927504122,Cash,0,,0.0,945.7857058092322
2024-01-18 16:00:00,41948.99,42586.1,0.0001,-0.015187731575897312,mark_gt_spot,0,ENTER MARK_GT_SPOT,0.0,944.3670272505184
2024-01-19 00:00:00,41290.5,41280.1,0.0001,0.000251873917729295,Cash,0,EXIT after 1 steps,-15.662594056677962,928.7044331938404
2024-01-19 08:00:00,41289.99,41230.62130132,0.0001,0.0014378472525664176,Cash,0,,0.0,928.7044331938404
2024-01-20 00:00:00,41482.29,41626.83809535,0.0001,-0.003484573666256153,Cash,0,,0.0,928.7044331938404
2024-01-20 08:00:00,41590.0,41634.89612368,0.0001,-0.0010794932358740646,Cash,0,,0.0,928.7044331938404
2024-01-20 16:00:00,41563.66,41541.59035057,0.0001,0.0005309842643791811,Cash,0,,0.0,928.7044331938404
2024-01-21 00:00:00,41645.98,41663.97594491,0.0001,-0.00043211721539507047,Cash,0,,0.0,928.7044331938404
2024-01-21 16:00:00,41607.18,41638.5,0.0001,-0.0007527546928198381,Cash,0,,0.0,928.7044331938404
2024-01-22 00:00:00,41657.43,41562.7,0.0001,0.0022740241056638205,Cash,0,,0.0,928.7044331938404
2024-01-22 08:00:00,40959.0,40989.0,0.0001,-0.0007324397568300008,Cash,0,,0.0,928.7044331938404
2024-01-22 16:00:00,40518.6,40716.54940951,0.0001,-0.004885396077603909,Cash,0,,0.0,928.7044331938404
2024-01-23 00:00:00,39872.0,39507.5,0.0001,0.009141753611556983,Cash,0,,0.0,928.7044331938404
2024-01-23 08:00:00,39464.96,39729.59368238,0.0001,-0.006705535299668393,Cash,0,,0.0,928.7044331938404
2024-01-23 16:00:00,39307.59,39169.44946752,0.0001,0.003514347546618855,Cash,0,,0.0,928.7044331938404
2024-01-24 00:00:00,40179.52,39864.71245912,0.0001,0.00783502493011364,Cash,0,,0.0,928.7044331938404
2024-01-24 08:00:00,39954.53,39950.2,0.0001,0.00010837319322744496,Cash,0,,0.0,928.7044331938404
2024-01-24 16:00:00,40190.02,40034.67604479,0.0001,0.0038652370715415254,Cash,0,,0.0,928.7044331938404
2024-01-25 08:00:00,40080.23,40102.94827893,0.0001,-0.0005668200738867674,Cash,0,,0.0,928.7044331938404
2024-01-25 16:00:00,39710.32,39791.14459622,0.0001,-0.002035354946019113,Cash,0,,0.0,928.7044331938404
2024-01-26 00:00:00,39895.92,39928.50682642,0.0001,-0.0008167959635973676,Cash,0,,0.0,928.7044331938404
2024-01-26 08:00:00,40133.8,39959.6,0.0001,0.0043404810907515445,Cash,0,,0.0,928.7044331938404
2024-01-26 16:00:00,41961.14,41410.5,0.0001,0.013122617736315062,spot_gt_mark,0,ENTER SPOT_GT_MARK,0.0,927.3113765440496
