fundingTime,Funding Rate,Position,Funding+Basis P&L,Cash Balance
2024-01-01 00:00:00.000,0.00037711,ARB,0.37711,1000.37711
2024-01-01 08:00:00.000,0.00020162,ARB,0.2016960329182,1000.5788060329182
2024-01-01 16:00:00.000,0.0002801,ARB,0.2802621235698204,1000.8590681564881
2024-01-02 00:00:00.000,0.00059009,ARB,0.590596927528462,1001.4496650840166
2024-01-02 08:00:00.000,0.00036388,ARB,0.364407504130772,1001.8140725881474
2024-01-02 16:00:00.000,0.00033397,ARB,0.3345758458222636,1002.1486484339697
2024-01-03 00:00:00.000,0.0001,ARB,0.10021486484339698,1002.2488632988131
2024-01-03 08:00:00.000,0.00013201,ARB,0.13230687244407632,1002.3811701712573
2024-01-03 16:00:00.000,0.0001,ARB,0.10023811701712573,1002.4814082882745
2024-01-04 00:00:00.000,0.0001,ARB,0.10024814082882745,1002.5816564291033
2024-01-04 08:00:00.000,0.0001,ARB,0.10025816564291033,1002.6819145947462
2024-01-04 16:00:00.000,0.0001,ARB,0.10026819145947463,1002.7821827862057
2024-01-05 00:00:00.000,-8.453e-05,Cash,-3.571581670964206,999.2106011152415
2024-01-05 08:00:00.000,0.0001,ARB,0.09992106011152416,999.3105221753531
2024-01-05 16:00:00.000,0.0001,ARB,0.09993105221753532,999.4104532275707
2024-01-06 00:00:00.000,-9.72e-05,Cash,-4.7448991221024786,994.6655541054682
2024-01-06 08:00:00.000,1.185e-05,ARB,0.0117867868161498,994.6773408922844
2024-01-06 16:00:00.000,1.285e-05,ARB,0.012781603830465855,994.6901224961149
2024-01-07 00:00:00.000,-4.106e-05,Cash,2.637187843032918,997.3273103391479
2024-01-07 08:00:00.000,0.0001,ARB,0.09973273103391479,997.4270430701818
2024-01-07 16:00:00.000,0.0001,ARB,0.09974270430701818,997.5267857744888
2024-01-08 00:00:00.000,2.01e-06,ARB,0.0020050288394067224,997.5287908033282
2024-01-08 08:00:00.000,8.872e-05,ARB,0.08850075432007128,997.6172915576483
2024-01-08 16:00:00.000,4.837e-05,ARB,0.048254748392643446,997.6655463060409
2024-01-09 00:00:00.000,0.0001,ARB,0.0997665546306041,997.7653128606715
2024-01-09 08:00:00.000,0.0001,ARB,0.09977653128606716,997.8650893919576
2024-01-09 16:00:00.000,0.0001,ARB,0.09978650893919576,997.9648759008968
2024-01-10 00:00:00.000,0.0001,ARB,0.09979648759008969,998.0646723884869
2024-01-10 08:00:00.000,0.0001,ARB,0.09980646723884869,998.1644788557257
2024-01-10 16:00:00.000,0.0001,ARB,0.09981644788557258,998.2642953036113
2024-01-11 00:00:00.000,0.0001,ARB,0.09982642953036114,998.3641217331417
2024-01-11 08:00:00.000,0.0001,ARB,0.09983641217331417,998.463958145315
2024-01-11 16:00:00.000,0.0001,ARB,0.0998463958145315,998.5638045411296
2024-01-12 00:00:00.001,0.0001,ARB,0.09985638045411296,998.6636609215836
2024-01-12 08:00:00.000,0.0001,ARB,0.09986636609215836,998.7635272876759
2024-01-12 16:00:00.000,0.0001,ARB,0.09987635272876759,998.8634036404046
2024-01-13 00:00:00.000,0.0001,ARB,0.09988634036404047,998.9632899807686
2024-01-13 08:00:00.000,0.0001,ARB,0.09989632899807686,999.0631863097667
2024-01-13 16:00:00.000,0.0001,ARB,0.09990631863097668,999.1630926283976
2024-01-14 00:00:00.000,4.024e-05,ARB,0.04020632284736672,999.203298951245
2024-01-14 08:00:00.000,0.0001,ARB,0.0999203298951245,999.3032192811401
2024-01-14 16:00:00.000,0.0001,ARB,0.099930321928114,999.4031496030682
2024-01-15 00:00:00.000,8.34e-05,ARB,0.08335022267689587,999.4864998257451
